Annotator1	Annotator2	Annotator3	label	text clean	index
0	0	0	0	user_cersei ancora non ha capito che probabilmente ci faremo anche il natale a casa !  se non esce un vaccino o una cura siamo fottuti  basta un asintomatico per una ricaduta. la situazione è grave	A175
0	0	1	0	stanno andando veloci come razzi, tutti i gruppi, in tutto il mondo pfizer begins human trials of possible coronavirus vaccine - the new york times link	A1259
1	1	1	1	coronavirus, stati uniti: oggi primo test di una dose di vaccino sperime... link di user	A686
0	1	1	0	scusate ma se io tra i congiunti ho chi non si farà vaccinare (quando ci sarà un vaccino) finché uno dei suoi in famiglia non contrarrà il #covid19 sono autorizzato a considerare più congiunti di lui la mia ragazza e i genitori vero?	A1228
1	1	1	1	coronavirus, negli usa al via test sull'uomo per un vaccino link di user	A671
5	5	5	0	«la verità non si può multare» con la v maiuscola. così la deputata #peppegrillara sara #cunial #novax fermata e multata dai carabinieri. user speravo che il #coronavirus li avesse estinti ma sono ancora tra di noi. user	A54
1	1	4	1	al tg1 si sono rotti così tanto i coglioni di allungare il brodo che ora il vaccino lo trovano loro. link	A488
1	1	1	1	coronavirus: il furetto e' il candidato migliore per il vaccino - animali - link link	A708
1	1	1	1	in assenza di un vaccino si usano diversi farmaci antivirali, come quelli che curano l#ebola e la #malaria. sabato scorso a #napoli a due pazienti  stato somministrato un farmaco anti-artrite, con buoni risultati. #coronavirus  link	A958
2	2	2	2	user no no, dovete stare buonetti e ammalati che poi arriva il vaccino e allora sarete miracolati. maledetta big pharma e i suoi ignobili servi.	A278
1	0	1	0	#economia vaccino, scatta la «raccolta fondi» mondiale da ue 1 miliardo, l’italia dona 140 milioni link	A400
2	1	2	1	bimbo con #meningite, era vaccinato. dall'asl hanno reso noto che il bambino (colpito dalla meningite b) era vaccinato sia per il meningoccocco di tipo b che c. via alla profilassi link	A543
4	1	1	1	"coronavirus, farmindustria: ""un giorno per produrre farmaco, per vaccino mesi"" link"	A643
2	2	2	2	coronavirus, i telegiornali i primi sciacalli subito dopo i venditori del vaccino che a breve lo tireranno fuori	A649
1	1	1	1	coronavirus, al via da domani in inghilterra la sperimentazione del vaccino sull'uomo link	A622
1	0	1	1	coronavirus: al via la sperimentazione di un vaccino su una donna di 45 anni - altraeta link	A699
1	1	1	1	user non è cambiato nulla da marzo...non c'è il vaccino,non c'è una cura, non siamo arrivati a casi positivi 0 (in italia ce ne sono ancora 58.000 positivi che potrebbero contagiare altri...per non parlare degli asintomatici)...la fiducia agli italiano è stata data...ma... #movida	A138
2	2	2	2	user user risulta che tutti coloro che hanno fatto il vaccino antinfluenzale...si siano ammalati di covid 19 vuoi vedere che era nel vaccino?	A114
5	0	0	0	a tutti quelli che vogliono tornare in chiesa per la messa propongo di curarsi non con il futuro vaccino per #covid19 ma di affidarsi al cuore immacolato di maria #asteroide #sciacalli	A470
2	1	2	2	di maio ed il pubblidirezionale pro-vax (di debora billi) link	A760
0	0	0	0	user faranno in modo di far uscire di più, ma il ritorno alla normalità, visto che i virus non spariscono per magia ci sarà solo con una cura o un vaccino, comunque si io parlo di lombardia ma diciamo che sono vicina all'originaria zona rossa quindi ci sono dentro da pure troppo hahah	A70
2	2	2	2	samoa mette al bando il vaccino esavalente nel 2018, dopo la morte di due bambini per reazione avversa al siero. niente morbillo per un intero anno. nel 2019 arriva l'#unicef e inocula 115.500 vaccini per uno dei suoi programmi filantropici. novembre: scoppio epidemico, morti. link	A1222
1	1	2	1	chissà quale sarà il primo paese coinvolto nelle false certificazioni di adempimento al vaccino per il covid-19 che consentirà di riprendere a viaggiare nel mondo.	A572
2	2	2	2	user user sono mesi che medici seri dicono che il vaccino non serve perché non funzionerebbe!  però mass media e politici continuano a dire che lo aspettano! posso immaginare perché.	A196
0	4	0	0	1) siamo tra i paesi che destinano meno soldi alla ricerca, 2) ci offrono fino 36 miliardi per combattere il #covid_19, 3) potremmo destinarne una quota sostanziosa alla ricerca del vaccino.  solo i cretini non capiscono   #salvinimeloni2coglioni link	A446
5	5	0	0	user_xxy9 user user il vaccino dtp è una cosa completamente differente. mi perdoni, ma lei ha una gran confusione riguardo al funzionamento dei vaccini. lasci perdere google e se le interessa conoscere veramente i vaccini si iscriva a biologia, biotecnologie o medicina all'università.	A116
0	0	4	0	la buona notizia è che un vaccino c'è per il #coronavirus, la brutta notizia è che è riservato per i soldati usa. #defendereurope20	A999
1	1	1	1	|| news.flash || news | euronews rss - la pandemia di covid-19 accelera la sperimentazione del vaccino la pandemia di covid-19 accelera la sperimentazione del vaccino link link	A445
2	2	2	2	a proposito di ebola, i produttori del vaccino avranno l'immunit sui loro prodotti.  almeno in america, per il momento.  praticamente produrre vaccini  il business perfetto. non corri nessun pericolo se il tuo prodotto uccide chi ne fa uso (persone sane) link	A468
1	1	1	1	vaccino, al via i test: prime dosi a settembre   link	A1351
1	2	1	1	la rivista vaccines ha appena pubblicato un lavoro di ricercatori delluniversit di bari e della regione puglia, dove riportano, i principali risultati del famoso report dellosservatorio epidem. pugliese del 2018 sul vaccino morbillo-parotite-rosolia-varicella (mprv). segue link	A1016
0	0	1	0	user user solo politica in un anno elettorale. per il resto la vita va avanti normale. e sono convinto che ci sono decine di migliaia di casi negli usa, trattati senza panico. ormai si deve pensare alla cura (e al vaccino), pensare di isolarlo è pura utopia. la normale influenza, meno	A257
2	2	2	2	user caro ministro sa dove se lo deve mettere il vaccino? vuole un disegno così capisce meglio... buona giornata	A303
2	1	2	2	"""abbiamo l'unico farmaco per il coronavirus: il plasma. è più potente di un vaccino"" ► dr. de donno  link"	A16
0	1	1	1	user e se magari, prima del vaccino, arrivasse una cura? non é la stessa cosa, ma sarebbe una gran cosa. ed é meno complessa.	A321
5	5	5	0	"un certo ""giornalismo"" � l'arma di distrazione di massa di certa ""politica"".  dove sono i demagoghi pro #novax #freevax? perch� cari accattoni di voti non andate in tv ora a dire:alla ""gggente"" va garantita la libert� di scelta se vaccinarsi o no? #coronavirusitalia #coronavirus"	A1302
2	2	2	2	user bill gates e i potenti della terra hanno solo un obiettivo ... il covid 19 fa parte del loro programma per riuscire ad ottenere il controllo sulle persone attraverso un vaccino obbligatorio. più chiaro di così!	A264
0	0	1	0	"coronavirus, rixi (lega), ""giusto mantenere chiusura totale: serve pianificazione su stili di vita e attività economiche fino a vaccino"" link link"	A683
2	2	2	2	user manco morta farò un vaccino	A156
0	1	1	1	il magnate di #microsoft #billgates ha investito in questa piccola biotech company. i primi test per il #vaccino saranno effettuati su 40 adulti #coronavirus #covid19 link	A921
2	2	2	2	"""il vaccino serve a nulla.""user user user user link chiarezza sul #covid19 burioni ci derise per la nostra ricerca, ora i dati parlano chiaro - pasquale bacco #byoblu24"	A26
5	5	5	0	dove sono tutti i #novax ??ho voglia di insultarli!!!! mi devo sfogare	A782
5	5	5	0	adesso i no vax invocano il vaccino! link	A477
0	1	1	1	"""su terapie e vaccino ad ora niente di sicuro"". intervista a silvio garattini (di l. matarese) link"	A42
5	5	5	0	mi piacerebbe sentire un pentastellato no vax con la bava alla bocca, oggi una rarità #covid2019	A1085
0	1	1	1	il vaccino in arrivo dagli usa. «pronti i test sull’uomo» link link	A945
0	1	1	1	accesso universale al vaccino: sirchia propone francesco come garante link	A475
2	2	2	2	user_william user questo conta, che si possa curare. da quello che ho appreso tutta la serie di corona non sono prevenibili. si modificano nel tempo, si comportano diversamente per ceppo etnico, per età e per mille altri fattori. mi inquieto quando sento anteporre alla cura certa, la vaccinazione.	A166
5	1	5	0	còre `ngrato no-vax: il permesso di raccogliere fondi il 21 novembre negato a montanari | nextquotidiano link	A601
2	1	2	2	secondo montagnier il coronavirus è stato manipolato per un vaccino anti-aids link	A1240
5	5	5	0	"ho appena letto un ""io non mi vaccino a pre-scindere"",e la ""fase 2"" ora mi angoscia più della quarantena..."	A841
5	5	5	0	ma i genitori #novax che organizzano i #morbilloparty stanno anche organizzando le gite a #codogno? #covid2019 #coronaviriusitalia #corona	A1053
5	5	5	0	gratis! una dedica per #barillari e tutti gli altri imbecilli #novax complottisti. link	A834
1	1	1	1	allarme fbi, cina vuole rubare vaccino	A493
4	1	0	0	alla vigilia del consiglio direttivo di user, lalleanza globale per i vaccini, chiediamo di bloccare fondo residuo di 262 milioni di $ destinato a user e user per il vaccino antipneumococcico e finanziare un nuovo vaccino low cost user user link	A492
0	1	1	1	regione lazio – obbligatorio per gli over 65 il vaccino contro l`influenza; l’annuncio dell’assessore alla sanità, alessio d`amato - radiocassinostereo link	A1211
2	4	2	2	il vaccino primma dei canonici due anni, invece, va bene? link	A949
2	2	2	2	user un vaccino per un virus che è passato dai pipistrelli all'uomo funziona sui machachi! allora sarà un successone! #fase2 #torniamoliberi #restiamologici	A170
5	5	5	0	a questo punto cederei la parola a quei geni dei no vax.	A469
2	2	2	2	user no #app  #novax  vaccini i suoi figli  demone  infame  maledetto! !!!karma  cecità  dissenso  merda  venduto	A136
2	2	2	2	gates scoperto vaccino contro coronavirus mio migliore investimento! allarme italia pericolo africa!   link di user	A822
2	2	2	2	altra mamma. altra testimonianza. vaccino meningococco b. prognosi sindrome di kawasaki. era nel bugiardino come effetto avverso. i medici riconoscono il legame ma non lo mettono per iscritto. #vaccini link	A495
4	0	3	0	virus sparito? come lo vede e quando? perché non ha ricordato il vaccino? è forse contrario?	A1364
0	0	1	0	influenza, vaccino raccomandato e gratis per bimbi e over 60. ministero: «anticipare a ottobre» - il link link	A967
2	2	2	2	juke era una bambina sana fino al giorno di quel maledetto #vaccino.   prima di vaccinare i vostri figli informatevi perch indietro non si torna.   qui la sua terribile storia  ????????  link link	A987
1	1	1	1	state sereni il #vaccino non si fara' prima di 2 anni	A1261
2	2	2	2	#vaccini   ricordo che l'ex ministro della salute user, col cazzo che si  vaccinata in #gravidanza...  ora mettetevi ordinatamente in coda  pecoroneeeeee....  ????????  link link	A428
1	1	1	1	"coronavirus, rezza di malattie infettive: ""per il vaccino ci vuole un anno, siamo pronti ma poi bisognerà provarlo"". quindi la rivelazione shock:""difficile dire quando ci sarà il picco.e' plausibile che il virus sia entrato nel lodigiano ancora prima del blocco dei voli da wuhan"" link"	A681
5	5	5	0	ma in tutto ciò le mamme novax che fine hanno fatto? #coronavirusitalia	A1056
0	0	0	0	ministro gb, solo vaccino fermerà virus – ultima ora link	A1089
1	1	1	1	@_libellula70 una regola chiara sul distanziamento è l’unica salvezza. insieme ad una cura. se aspetti il vaccino resti a casa due anni. a nessuno piace la realtà, ma dovremo convivere col virus.	A64
2	2	2	2	"#coronavirus, #billgates chiama conte: ""ha riconosciuto l'impegno dell'italia. accordo su cooperazione mondiale per trovare il #vaccino"" - il fatto quotidiano “to può tenè” è già stato detto? link"	A369
2	2	2	2	#ivaccinisonosicuri nadia gatti: i danneggiati da vaccino sono una realt e hanno diritti che non vanno calpestati link di user	A407
2	2	2	2	user user credo anche la terza ondata con la decimazione della popolazione il blocco sino a marzo 2021 e con l'avviso che se avrebbero fatto il vacino non ci sarebbero stati tutti questi morti. il vaccino uccide il doppio della museruola	A76
0	0	1	0	user considerato che non c'è ancora vaccino, nemmeno per il personale sanitario, mandare al fronte i più vulnerabili mi pare una scelta sconsiderata.	A118
0	1	4	1	#borisjohnson tiene viva la sua teoria di lasciare che il #covidー19 si diffonda in attesa dell'immunità di gregge.  burioni: « non ha senso parlarne perché non abbiamo un vaccino e non sappiamo se l’infezione conferisce immunità ».  boris ma continui ad essere scemo forte però.	A355
2	1	2	2	quando sarà il momento di votare, ricordiamoci i nomi e i partiti che hanno proposto queste idiozie! sileri: «il vaccino per il covid-19 dovrà essere obbligatorio» e il movimento si spacca link user	A1186
0	0	0	0	user se non si trova un vaccino o una cura efficace in breve tempo, nulla tornerà come prima. sembra un film di fantascienza eppure é la realtà... una triste realtà. questo virus sta distruggendo l'umanità.	A334
2	2	2	2	il ministero della salute condannato a risarcire il danno morale a una famiglia che nel2009 perse la figlia a seguito di unencefalite provocata da una vaccinazione e che non ha mai visto un  dellindennizzo stabilito dal tar nel2007.un ritardo di 12 anni da parte del ministero link	A924
1	1	1	1	user user quello senz’altro!  non è cambiato molto rispetto a un mese fa’: non c’è un farmaco, il vaccino arriverà l’anno prossimo, gli ospedali sono pieni... per cui riaprire alla carlona è molto rischioso!	A93
2	2	2	2	guardacaso ha dimenticato di citare il fatto che la ragazza morta fosse stata vaccinata. guardacaso tra tutti i non vaccinati, poi muoiono spesso i vaccinati.  ma sar perch il vaccino crea uno squilibrio... link	A836
0	1	1	1	coronavirus: ippolito (spallanzani), prima cura farmacologica ma al lavoro su vaccino (2) | agenzia nova link	A716
2	2	2	2	l'agenzia americana offre immunit� legale ai produttori di vaccini contro #ebola.  il nuovo vaccino #ervebo � un vaccino con virus vivo, che rilascia l'rna del virus nel sangue, nella saliva, nelle urine e nei liquidi delle vescicole cutanee degli adulti vaccinati.	A989
2	2	2	2	una casa farmaceutica che ha frodato il ssn, realizzerà un vaccino anticovid sperimentato solo alla spicciolata. il delitto perfetto.  conte ritìrati!	A1307
1	1	1	1	#coronavirus, patto commissione #ue - produttori per #vaccino. 2,4 miliardi per acquisti in anticipo con accesso garantito a farmaco #ansa link	A381
5	5	0	0	fase 2, a trieste riapre il «bagno pedocin»: la spiaggia con il muro che divide uomini e donne un muro che mi divida per sempre da #giletarancioni, #terrapiattisti, #novax, #populisti esiste? se sì, ordino subito online... link	A811
1	1	1	1	covid-19, patto commissione ue-produttori per vaccino  link	A736
0	1	4	1	user senza la ripresa economica la vita sarà breve. non si può tenere blindata un italia fino al vaccino. almeno fabbriche cantieri e attività commerciali devono riaprire, le altre dove non ci sono le garanzie di sicurezza devono rimanere chiuse ma pagate dallo stato a fondo perduto.	A335
1	1	1	1	coronavirus, il vaccino è un cerotto link via user	A654
1	1	0	1	vaccino covid, ema: pronto entro un anno salvo ritardi burocratici link	A1335
0	0	1	0	user user non si potrà ripartire normalmente fino al vaccino lo stanno dicendo in tutti i modi gli scienziati	A177
0	0	0	0	vaccino covid, dagli usa l’annuncio di moderna: “positivo test sui volontari, hanno sviluppato gli anticorpi” - la stampa link di user	A1334
2	2	2	2	user il vaccino io non lo faccio	A135
0	0	1	0	user quello che tu chiami tempi del coronavirus, senza un vaccino è il nostro nuovo mondo.	A313
1	1	1	1	4 paesi ue formano un’alleanza per il vaccino: c’è anche l’italia link via user_italia	A454
